treatment_repo,treatment_month,event_month,time_to_event,in_event_window,treatment_python_eligible,treatment_scan_status,control_rank,control_repo,pair_status,control_clone_found,control_slot_status,control_slot_usable,eligibility_lookup,selected_eligibility_month,selected_snapshot_observed_month,selected_snapshot_commit,selected_commit_resolution,selected_scan_status,selected_python_eligible,asof_row_gap_months,snapshot_age_months,selected_months_since_observed_commit,selected_error_message,pair_status_overridden_by_history
AttackIQ/DetectIQ,2024-12,2024-11,1.0,1,1,success_python,3,justin4ai/Quark,control_clone_missing,0,missing_clone,0,,,,,,missing_clone,,,,,Clone directory does not exist.,0
Chocksy/qc-options-framework,2024-04,2025-03,-11.0,0,1,success_python,1,Jieqianyu/SGN,aligned,1,python_eligible,1,exact_month,2024-04,2024-01,a65798174a839bde9c0d2c72dee3848a67bb05ab,carried_forward,success_python,1,0,3,3,,0
Chocksy/qc-options-framework,2024-04,2025-03,-11.0,0,1,success_python,2,Retmon403/cs2_cheats_for_python,aligned,1,python_eligible,1,exact_month,2024-04,2024-03,da0af66b555ac0c0dc0811d1f4d9abd24d9b6dc3,carried_forward,success_python,1,0,1,1,,0
Chocksy/qc-options-framework,2024-04,2025-03,-11.0,0,1,success_python,3,Wang-ML-Lab/unified-continual-learning,aligned,1,python_eligible,1,exact_month,2024-04,2023-12,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,carried_forward,success_python,1,0,4,4,,0
Chocksy/qc-options-framework,2024-05,2025-03,-10.0,0,1,success_python,1,Jieqianyu/SGN,aligned,1,python_eligible,1,exact_month,2024-05,2024-01,a65798174a839bde9c0d2c72dee3848a67bb05ab,carried_forward,success_python,1,0,4,4,,0
Chocksy/qc-options-framework,2024-05,2025-03,-10.0,0,1,success_python,2,Retmon403/cs2_cheats_for_python,aligned,1,python_eligible,1,exact_month,2024-05,2024-03,da0af66b555ac0c0dc0811d1f4d9abd24d9b6dc3,carried_forward,success_python,1,0,2,2,,0
Chocksy/qc-options-framework,2024-05,2025-03,-10.0,0,1,success_python,3,Wang-ML-Lab/unified-continual-learning,aligned,1,python_eligible,1,exact_month,2024-05,2023-12,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,carried_forward,success_python,1,0,5,5,,0
Chocksy/qc-options-framework,2024-06,2025-03,-9.0,0,1,success_python,1,Jieqianyu/SGN,aligned,1,python_eligible,1,exact_month,2024-06,2024-01,a65798174a839bde9c0d2c72dee3848a67bb05ab,carried_forward,success_python,1,0,5,5,,0
Chocksy/qc-options-framework,2024-06,2025-03,-9.0,0,1,success_python,2,Retmon403/cs2_cheats_for_python,aligned,1,python_eligible,1,exact_month,2024-06,2024-03,da0af66b555ac0c0dc0811d1f4d9abd24d9b6dc3,carried_forward,success_python,1,0,3,3,,0
Chocksy/qc-options-framework,2024-06,2025-03,-9.0,0,1,success_python,3,Wang-ML-Lab/unified-continual-learning,aligned,1,python_eligible,1,exact_month,2024-06,2023-12,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,carried_forward,success_python,1,0,6,6,,0
Chocksy/qc-options-framework,2024-07,2025-03,-8.0,0,1,success_python,1,Jieqianyu/SGN,aligned,1,python_eligible,1,exact_month,2024-07,2024-01,a65798174a839bde9c0d2c72dee3848a67bb05ab,carried_forward,success_python,1,0,6,6,,0
Chocksy/qc-options-framework,2024-07,2025-03,-8.0,0,1,success_python,2,Retmon403/cs2_cheats_for_python,aligned,1,python_eligible,1,exact_month,2024-07,2024-03,da0af66b555ac0c0dc0811d1f4d9abd24d9b6dc3,carried_forward,success_python,1,0,4,4,,0
Chocksy/qc-options-framework,2024-07,2025-03,-8.0,0,1,success_python,3,Wang-ML-Lab/unified-continual-learning,aligned,1,python_eligible,1,exact_month,2024-07,2023-12,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,carried_forward,success_python,1,0,7,7,,0
Chocksy/qc-options-framework,2024-08,2025-03,-7.0,0,1,success_python,1,Jieqianyu/SGN,aligned,1,python_eligible,1,exact_month,2024-08,2024-01,a65798174a839bde9c0d2c72dee3848a67bb05ab,carried_forward,success_python,1,0,7,7,,0
Chocksy/qc-options-framework,2024-08,2025-03,-7.0,0,1,success_python,2,Retmon403/cs2_cheats_for_python,aligned,1,python_eligible,1,exact_month,2024-08,2024-08,1732104c3490e152e94b4c7b528a72bc4fd21d79,observed,success_python,1,0,0,0,,0
Chocksy/qc-options-framework,2024-08,2025-03,-7.0,0,1,success_python,3,Wang-ML-Lab/unified-continual-learning,aligned,1,python_eligible,1,exact_month,2024-08,2023-12,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,carried_forward,success_python,1,0,8,8,,0
Chocksy/qc-options-framework,2024-09,2025-03,-6.0,1,1,success_python,1,Jieqianyu/SGN,aligned,1,python_eligible,1,exact_month,2024-09,2024-09,b519871f45a2751d7e9cf4798c90fbff3e410a51,observed,success_python,1,0,0,0,,0
Chocksy/qc-options-framework,2024-09,2025-03,-6.0,1,1,success_python,2,Retmon403/cs2_cheats_for_python,aligned,1,python_eligible,1,exact_month,2024-09,2024-08,1732104c3490e152e94b4c7b528a72bc4fd21d79,carried_forward,success_python,1,0,1,1,,0
Chocksy/qc-options-framework,2024-09,2025-03,-6.0,1,1,success_python,3,Wang-ML-Lab/unified-continual-learning,aligned,1,python_eligible,1,exact_month,2024-09,2023-12,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,carried_forward,success_python,1,0,9,9,,0
Chocksy/qc-options-framework,2024-10,2025-03,-5.0,1,1,success_python,1,Jieqianyu/SGN,aligned,1,python_eligible,1,prior_asof,2024-09,2024-09,b519871f45a2751d7e9cf4798c90fbff3e410a51,observed,success_python,1,1,1,0,,0
Chocksy/qc-options-framework,2024-10,2025-03,-5.0,1,1,success_python,2,Retmon403/cs2_cheats_for_python,aligned,1,python_eligible,1,exact_month,2024-10,2024-08,1732104c3490e152e94b4c7b528a72bc4fd21d79,carried_forward,success_python,1,0,2,2,,0
Chocksy/qc-options-framework,2024-10,2025-03,-5.0,1,1,success_python,3,Wang-ML-Lab/unified-continual-learning,aligned,1,python_eligible,1,exact_month,2024-10,2023-12,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,carried_forward,success_python,1,0,10,10,,0
Chocksy/qc-options-framework,2024-11,2025-03,-4.0,1,1,success_python,1,Jieqianyu/SGN,aligned,1,python_eligible,1,prior_asof,2024-09,2024-09,b519871f45a2751d7e9cf4798c90fbff3e410a51,observed,success_python,1,2,2,0,,0
Chocksy/qc-options-framework,2024-11,2025-03,-4.0,1,1,success_python,2,Retmon403/cs2_cheats_for_python,aligned,1,python_eligible,1,exact_month,2024-11,2024-08,1732104c3490e152e94b4c7b528a72bc4fd21d79,carried_forward,success_python,1,0,3,3,,0
Chocksy/qc-options-framework,2024-11,2025-03,-4.0,1,1,success_python,3,Wang-ML-Lab/unified-continual-learning,aligned,1,python_eligible,1,exact_month,2024-11,2023-12,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,carried_forward,success_python,1,0,11,11,,0
Chocksy/qc-options-framework,2024-12,2025-03,-3.0,1,1,success_python,1,Jieqianyu/SGN,aligned,1,python_eligible,1,prior_asof,2024-09,2024-09,b519871f45a2751d7e9cf4798c90fbff3e410a51,observed,success_python,1,3,3,0,,0
Chocksy/qc-options-framework,2024-12,2025-03,-3.0,1,1,success_python,2,Retmon403/cs2_cheats_for_python,aligned,1,python_eligible,1,exact_month,2024-12,2024-08,1732104c3490e152e94b4c7b528a72bc4fd21d79,carried_forward,success_python,1,0,4,4,,0
Chocksy/qc-options-framework,2024-12,2025-03,-3.0,1,1,success_python,3,Wang-ML-Lab/unified-continual-learning,aligned,1,python_eligible,1,exact_month,2024-12,2023-12,ece69da47b40a18cd53cd89a4517c9b4c0ce29b5,carried_forward,success_python,1,0,12,12,,0
Chocksy/qc-options-framework,2025-01,2025-03,-2.0,1,1,success_python,1,Jieqianyu/SGN,aligned,1,python_eligible,1,prior_asof,2024-09,2024-09,b519871f45a2751d7e9cf4798c90fbff3e410a51,observed,success_python,1,4,4,0,,0
Chocksy/qc-options-framework,2025-01,2025-03,-2.0,1,1,success_python,2,Retmon403/cs2_cheats_for_python,aligned,1,python_eligible,1,exact_month,2025-01,2024-08,1732104c3490e152e94b4c7b528a72bc4fd21d79,carried_forward,success_python,1,0,5,5,,0
Chocksy/qc-options-framework,2025-01,2025-03,-2.0,1,1,success_python,3,Wang-ML-Lab/unified-continual-learning,aligned,1,python_eligible,1,exact_month,2025-01,2025-01,b631651a1bc8e408cbf4d94bb3f4abb494c7b953,observed,success_python,1,0,0,0,,0
Chocksy/qc-options-framework,2025-02,2025-03,-1.0,1,1,success_python,1,Jieqianyu/SGN,aligned,1,python_eligible,1,prior_asof,2024-09,2024-09,b519871f45a2751d7e9cf4798c90fbff3e410a51,observed,success_python,1,5,5,0,,0
Chocksy/qc-options-framework,2025-02,2025-03,-1.0,1,1,success_python,2,Retmon403/cs2_cheats_for_python,aligned,1,python_eligible,1,exact_month,2025-02,2024-08,1732104c3490e152e94b4c7b528a72bc4fd21d79,carried_forward,success_python,1,0,6,6,,0
Chocksy/qc-options-framework,2025-02,2025-03,-1.0,1,1,success_python,3,Wang-ML-Lab/unified-continual-learning,aligned,1,python_eligible,1,prior_asof,2025-01,2025-01,b631651a1bc8e408cbf4d94bb3f4abb494c7b953,observed,success_python,1,1,1,0,,0
Chocksy/qc-options-framework,2025-03,2025-03,0.0,1,1,success_python,1,Jieqianyu/SGN,aligned,1,python_eligible,1,prior_asof,2024-09,2024-09,b519871f45a2751d7e9cf4798c90fbff3e410a51,observed,success_python,1,6,6,0,,0
Chocksy/qc-options-framework,2025-03,2025-03,0.0,1,1,success_python,2,Retmon403/cs2_cheats_for_python,aligned,1,python_eligible,1,exact_month,2025-03,2025-03,a5b73bc8014e3bf68867c4fb0a48f2609678349b,observed,success_python,1,0,0,0,,0
Chocksy/qc-options-framework,2025-03,2025-03,0.0,1,1,success_python,3,Wang-ML-Lab/unified-continual-learning,aligned,1,python_eligible,1,prior_asof,2025-01,2025-01,b631651a1bc8e408cbf4d94bb3f4abb494c7b953,observed,success_python,1,2,2,0,,0
DannyMac180/mirror,2024-12,2024-12,0.0,1,1,success_python,1,viktoriasemaan/sa-ai-agent,aligned,1,python_eligible,1,prior_asof,2024-10,2024-10,0940e9cb6507fec46df6502f341dc81a103a6aa7,observed,success_python,1,2,2,0,,0
DannyMac180/mirror,2024-12,2024-12,0.0,1,1,success_python,2,adelatour11/androidtvbackground,aligned,1,python_eligible,1,exact_month,2024-12,2024-06,ff3845ffb8172920c0c224052b77fa81708c463e,carried_forward,success_python,1,0,6,6,,0
DannyMac180/mirror,2024-12,2024-12,0.0,1,1,success_python,3,Makopolo/megascan_houdini20.0_USD_plugin,aligned,1,python_eligible,1,prior_asof,2024-07,2024-07,8136e2577c68bb305b707dba182a17b247d1f842,observed,success_python,1,5,5,0,,0
DataDog/integrations-core,2024-01,2025-03,-14.0,0,1,success_python,1,microsoft/semantic-link-labs,aligned,1,no_prior_snapshot,0,,,,,,,,,,,,0
DataDog/integrations-core,2024-01,2025-03,-14.0,0,1,success_python,2,lancedb/lancedb,aligned,1,python_eligible,1,exact_month,2024-01,2023-10,a26c8f3316591a1a6385c482bc9078597d8d34c0,carried_forward,success_python,1,0,3,3,,0
DataDog/integrations-core,2024-01,2025-03,-14.0,0,1,success_python,3,pieces-app/cli-agent,aligned,1,python_eligible,1,exact_month,2024-01,2024-01,c9fd54d29dab444900a7e6f913cdf7a07b88f891,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2024-02,2025-03,-13.0,0,1,success_python,1,microsoft/semantic-link-labs,aligned,1,no_prior_snapshot,0,,,,,,,,,,,,0
DataDog/integrations-core,2024-02,2025-03,-13.0,0,1,success_python,2,lancedb/lancedb,aligned,1,python_eligible,1,exact_month,2024-02,2023-10,a26c8f3316591a1a6385c482bc9078597d8d34c0,carried_forward,success_python,1,0,4,4,,0
DataDog/integrations-core,2024-02,2025-03,-13.0,0,1,success_python,3,pieces-app/cli-agent,aligned,1,python_eligible,1,exact_month,2024-02,2024-02,f3944c5fe8eb0b02d19589cf5dbaef6552468216,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2024-03,2025-03,-12.0,0,1,success_python,1,microsoft/semantic-link-labs,aligned,1,no_prior_snapshot,0,,,,,,,,,,,,0
DataDog/integrations-core,2024-03,2025-03,-12.0,0,1,success_python,2,lancedb/lancedb,aligned,1,python_eligible,1,exact_month,2024-03,2023-10,a26c8f3316591a1a6385c482bc9078597d8d34c0,carried_forward,success_python,1,0,5,5,,0
DataDog/integrations-core,2024-03,2025-03,-12.0,0,1,success_python,3,pieces-app/cli-agent,aligned,1,python_eligible,1,exact_month,2024-03,2024-03,49446a55d9ba280328752376b643a60fad9de296,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2024-04,2025-03,-11.0,0,1,success_python,1,microsoft/semantic-link-labs,aligned,1,no_prior_snapshot,0,,,,,,,,,,,,0
DataDog/integrations-core,2024-04,2025-03,-11.0,0,1,success_python,2,lancedb/lancedb,aligned,1,python_eligible,1,exact_month,2024-04,2024-04,6603414885be64132ee3a1018d5a5d6d7a4191ea,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2024-04,2025-03,-11.0,0,1,success_python,3,pieces-app/cli-agent,aligned,1,python_eligible,1,exact_month,2024-04,2024-04,66721a70599be84d1fc77ce50df5683cd196ce80,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2024-05,2025-03,-10.0,0,1,success_python,1,microsoft/semantic-link-labs,aligned,1,python_eligible,1,exact_month,2024-05,2024-05,1c01a9e709f2a7fa2371f91b24f281353de3b36b,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2024-05,2025-03,-10.0,0,1,success_python,2,lancedb/lancedb,aligned,1,python_eligible,1,exact_month,2024-05,2024-05,56b4fd2bd9c5c3077c1c7f6048780aecfbc577e3,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2024-05,2025-03,-10.0,0,1,success_python,3,pieces-app/cli-agent,aligned,1,python_eligible,1,exact_month,2024-05,2024-05,13b62e189f5cae4f61c7e3953b8aa282839f939b,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2024-06,2025-03,-9.0,0,1,success_python,1,microsoft/semantic-link-labs,aligned,1,python_eligible,1,exact_month,2024-06,2024-06,6c76ccb5d8ce76b36dd9930ea5d8285975ab5dee,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2024-06,2025-03,-9.0,0,1,success_python,2,lancedb/lancedb,aligned,1,python_eligible,1,exact_month,2024-06,2024-06,865ed998814a5f8666d588b277f3cfa7fa14ce48,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2024-06,2025-03,-9.0,0,1,success_python,3,pieces-app/cli-agent,aligned,1,python_eligible,1,exact_month,2024-06,2024-06,46d7542bb50910eb3b60d600581b05fd9d863fa3,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2024-07,2025-03,-8.0,0,1,success_python,1,microsoft/semantic-link-labs,aligned,1,python_eligible,1,exact_month,2024-07,2024-07,c4a849f59f7818b8f9a04b86f63eea7fcd3a1754,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2024-07,2025-03,-8.0,0,1,success_python,2,lancedb/lancedb,aligned,1,python_eligible,1,exact_month,2024-07,2024-07,6af69b57ad24f5ea313a98f4b388f68c81a75bc1,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2024-07,2025-03,-8.0,0,1,success_python,3,pieces-app/cli-agent,aligned,1,python_eligible,1,exact_month,2024-07,2024-07,29b96b9086e9a713ae96d7100c99f2d13e32ed36,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2024-08,2025-03,-7.0,0,1,success_python,1,microsoft/semantic-link-labs,aligned,1,python_eligible,1,exact_month,2024-08,2024-08,7c15bce2bc4c68dce4c528a7d1d5f7e40f9601c3,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2024-08,2025-03,-7.0,0,1,success_python,2,lancedb/lancedb,aligned,1,python_eligible,1,exact_month,2024-08,2024-08,51966a84f582476566daf289589318e9cc2cd0a1,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2024-08,2025-03,-7.0,0,1,success_python,3,pieces-app/cli-agent,aligned,1,python_eligible,1,exact_month,2024-08,2024-08,4def71a34cef3f881e94999af7c0fd7295ffd9d3,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2024-09,2025-03,-6.0,1,1,success_python,1,microsoft/semantic-link-labs,aligned,1,python_eligible,1,exact_month,2024-09,2024-09,5cb77410f124034dd353ace32e3e9ce6e82ecd5d,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2024-09,2025-03,-6.0,1,1,success_python,2,lancedb/lancedb,aligned,1,python_eligible,1,exact_month,2024-09,2024-09,d6b505477886b48b4868a56481373e2a29a72fcd,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2024-09,2025-03,-6.0,1,1,success_python,3,pieces-app/cli-agent,aligned,1,python_eligible,1,exact_month,2024-09,2024-09,7bd73c0a166c43b2770b9bfcaecc38858758c594,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2024-10,2025-03,-5.0,1,1,success_python,1,microsoft/semantic-link-labs,aligned,1,python_eligible,1,exact_month,2024-10,2024-10,bf1631b9fa801987b0e3a10e0bbe8c9b55f6d090,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2024-10,2025-03,-5.0,1,1,success_python,2,lancedb/lancedb,aligned,1,python_eligible,1,exact_month,2024-10,2024-10,f3fc339ef650517674a22995d81f9ae21e7bae5a,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2024-10,2025-03,-5.0,1,1,success_python,3,pieces-app/cli-agent,aligned,1,python_eligible,1,exact_month,2024-10,2024-10,4d1223308f0af114f40b665a93dd43ec0872ce0f,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2024-11,2025-03,-4.0,1,1,success_python,1,microsoft/semantic-link-labs,aligned,1,python_eligible,1,exact_month,2024-11,2024-11,f7a524b25e8a23f4430eaf86af63312f3be98c30,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2024-11,2025-03,-4.0,1,1,success_python,2,lancedb/lancedb,aligned,1,python_eligible,1,exact_month,2024-11,2024-11,83e26a231e487673ce6f92dc32e7fe7d8c6d16d0,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2024-11,2025-03,-4.0,1,1,success_python,3,pieces-app/cli-agent,aligned,1,python_eligible,1,exact_month,2024-11,2024-11,bbbe29e1ee1f88d6b96807612e5a0dd2f26a758b,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2024-12,2025-03,-3.0,1,1,success_python,1,microsoft/semantic-link-labs,aligned,1,python_eligible,1,exact_month,2024-12,2024-12,3192a7a1f81874217a19fe51cf5faf6b89c4dfd1,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2024-12,2025-03,-3.0,1,1,success_python,2,lancedb/lancedb,aligned,1,python_eligible,1,exact_month,2024-12,2024-12,92d845fa725cd044db1a10299046031c201febd0,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2024-12,2025-03,-3.0,1,1,success_python,3,pieces-app/cli-agent,aligned,1,python_eligible,1,exact_month,2024-12,2024-12,2fe2a736047e353f3cd6e43d790db6fd07bb607c,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2025-01,2025-03,-2.0,1,1,success_python,1,microsoft/semantic-link-labs,aligned,1,python_eligible,1,exact_month,2025-01,2025-01,776b52d48d9371c46adf6d76c0a65cbc2f9f56eb,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2025-01,2025-03,-2.0,1,1,success_python,2,lancedb/lancedb,aligned,1,python_eligible,1,exact_month,2025-01,2025-01,5e98b7f4c0cf16cdbab10d945c086a5f9ea4be6c,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2025-01,2025-03,-2.0,1,1,success_python,3,pieces-app/cli-agent,aligned,1,python_eligible,1,exact_month,2025-01,2025-01,1910d3a5cd4575f6801ed1684da2442489849cff,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2025-02,2025-03,-1.0,1,1,success_python,1,microsoft/semantic-link-labs,aligned,1,python_eligible,1,exact_month,2025-02,2025-02,c782680363921e762765a71cbad3185230e1c683,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2025-02,2025-03,-1.0,1,1,success_python,2,lancedb/lancedb,aligned,1,python_eligible,1,exact_month,2025-02,2025-02,dfe4ba8dad580232e4450903a5d1b239b19f8173,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2025-02,2025-03,-1.0,1,1,success_python,3,pieces-app/cli-agent,aligned,1,python_eligible,1,exact_month,2025-02,2025-02,29edd6b4654a511efc9d33759f039c7e3a0bb5ec,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2025-03,2025-03,0.0,1,1,success_python,1,microsoft/semantic-link-labs,aligned,1,python_eligible,1,exact_month,2025-03,2025-03,694a1bdf88b0fefafdaaec2edcd62589d06cfb8f,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2025-03,2025-03,0.0,1,1,success_python,2,lancedb/lancedb,aligned,1,python_eligible,1,exact_month,2025-03,2025-03,e59f9382a0de2f70b931373b29a11a27824bf639,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2025-03,2025-03,0.0,1,1,success_python,3,pieces-app/cli-agent,aligned,1,python_eligible,1,exact_month,2025-03,2025-03,44c06f4ac95ac466d9171bc5f13b787055062a36,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2025-04,2025-03,1.0,1,1,success_python,1,microsoft/semantic-link-labs,aligned,1,python_eligible,1,exact_month,2025-04,2025-04,f387d9155c343d58eda592671427942be01377d1,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2025-04,2025-03,1.0,1,1,success_python,2,lancedb/lancedb,aligned,1,python_eligible,1,exact_month,2025-04,2025-04,3cc670ac3860bb9990d89f61d9b1644b0e4c658f,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2025-04,2025-03,1.0,1,1,success_python,3,pieces-app/cli-agent,aligned,1,python_eligible,1,exact_month,2025-04,2025-04,d21294b67fed97f4d1e2eec7b15cdada89e64165,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2025-05,2025-03,2.0,1,1,success_python,1,microsoft/semantic-link-labs,aligned,1,python_eligible,1,exact_month,2025-05,2025-05,dcc24c7889d96aee0c886692760ede958ee473ac,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2025-05,2025-03,2.0,1,1,success_python,2,lancedb/lancedb,aligned,1,python_eligible,1,exact_month,2025-05,2025-05,0525c055fcc6b25297084bdaddc072d206345df1,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2025-05,2025-03,2.0,1,1,success_python,3,pieces-app/cli-agent,aligned,1,python_eligible,1,exact_month,2025-05,2025-05,8ba92648b44a8eddeae4bff61d32bef597029568,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2025-06,2025-03,3.0,1,1,success_python,1,microsoft/semantic-link-labs,aligned,1,python_eligible,1,exact_month,2025-06,2025-06,b823ff23680672344bf5511e0423ec63925a4442,observed,success_python,1,0,0,0,,0
DataDog/integrations-core,2025-06,2025-03,3.0,1,1,success_python,2,lancedb/lancedb,aligned,1,python_eligible,1,exact_month,2025-06,2025-06,1dadb2aefa8c7e20098f8bdd4fad45383a8ebab7,observed,success_python,1,0,0,0,,0
